"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 02 13:36:27 GMT 2023","Thu Feb 02 13:36:29 GMT 2023","1481","tests","test_acp1","","","","test_go_to_gl7_from_acp1",""
"passed","Thu Feb 02 13:36:43 GMT 2023","Thu Feb 02 13:36:44 GMT 2023","1114","tests","test_acp1","","","","test_up_button_acp1",""
"passed","Thu Feb 02 13:37:59 GMT 2023","Thu Feb 02 13:38:00 GMT 2023","1277","tests","test_gl7","","","","test_go_to_gl7_from_gl7",""
"passed","Thu Feb 02 13:36:54 GMT 2023","Thu Feb 02 13:36:55 GMT 2023","1352","tests","test_aqua","","","","test_go_to_aqua_page_from_aqua",""
"passed","Thu Feb 02 13:38:27 GMT 2023","Thu Feb 02 13:38:28 GMT 2023","748","tests","test_main","","","","test_go_to_gl7_page",""
"passed","Thu Feb 02 13:38:11 GMT 2023","Thu Feb 02 13:38:12 GMT 2023","810","tests","test_gl7","","","","test_footer_information_gl7",""
"passed","Thu Feb 02 13:38:37 GMT 2023","Thu Feb 02 13:38:37 GMT 2023","49","tests","test_main","","","","test_footer_information_main",""
"passed","Thu Feb 02 13:36:50 GMT 2023","Thu Feb 02 13:36:51 GMT 2023","1334","tests","test_aqua","","","","test_go_to_main_page_from_aqua",""
"passed","Thu Feb 02 13:36:19 GMT 2023","Thu Feb 02 13:36:21 GMT 2023","1352","tests","test_acp1","","","","test_go_to_main_page_from_acp1",""
"passed","Thu Feb 02 13:38:34 GMT 2023","Thu Feb 02 13:38:35 GMT 2023","789","tests","test_main","","","","test_go_to_acp1_page",""
"passed","Thu Feb 02 13:37:44 GMT 2023","Thu Feb 02 13:37:45 GMT 2023","977","tests","test_gl21","","","","test_up_button_gl21",""
"passed","Thu Feb 02 13:37:13 GMT 2023","Thu Feb 02 13:37:14 GMT 2023","1053","tests","test_aqua","","","","test_up_button_aqua",""
"passed","Thu Feb 02 13:37:17 GMT 2023","Thu Feb 02 13:37:18 GMT 2023","1311","tests","test_gl21","","","","test_click_on_logo_gl21",""
"passed","Thu Feb 02 13:37:36 GMT 2023","Thu Feb 02 13:37:38 GMT 2023","1430","tests","test_gl21","","","","test_go_to_acp1_from_gl21",""
"passed","Thu Feb 02 13:36:23 GMT 2023","Thu Feb 02 13:36:25 GMT 2023","1450","tests","test_acp1","","","","test_go_to_aqua_page_from_acp1",""
"passed","Thu Feb 02 13:37:10 GMT 2023","Thu Feb 02 13:37:11 GMT 2023","823","tests","test_aqua","","","","test_footer_information_aqua",""
"passed","Thu Feb 02 13:38:03 GMT 2023","Thu Feb 02 13:38:04 GMT 2023","1439","tests","test_gl7","","","","test_go_to_gl21_from_gl7",""
"passed","Thu Feb 02 13:36:15 GMT 2023","Thu Feb 02 13:36:17 GMT 2023","1305","tests","test_acp1","","","","test_click_on_logo_acp1",""
"passed","Thu Feb 02 13:37:51 GMT 2023","Thu Feb 02 13:37:52 GMT 2023","1368","tests","test_gl7","","","","test_go_to_main_page_from_gl7",""
"passed","Thu Feb 02 13:36:39 GMT 2023","Thu Feb 02 13:36:40 GMT 2023","809","tests","test_acp1","","","","test_footer_information_acp1",""
"passed","Thu Feb 02 13:38:31 GMT 2023","Thu Feb 02 13:38:31 GMT 2023","755","tests","test_main","","","","test_go_to_gl21_page",""
"passed","Thu Feb 02 13:36:58 GMT 2023","Thu Feb 02 13:36:59 GMT 2023","1395","tests","test_aqua","","","","test_go_to_gl7_from_aqua",""
"passed","Thu Feb 02 13:37:06 GMT 2023","Thu Feb 02 13:37:07 GMT 2023","1546","tests","test_aqua","","","","test_go_to_acp1_from_aqua",""
"passed","Thu Feb 02 13:37:25 GMT 2023","Thu Feb 02 13:37:26 GMT 2023","1425","tests","test_gl21","","","","test_go_to_aqua_page_from_gl21",""
"passed","Thu Feb 02 13:38:14 GMT 2023","Thu Feb 02 13:38:15 GMT 2023","1079","tests","test_gl7","","","","test_up_button_gl7",""
"passed","Thu Feb 02 13:38:21 GMT 2023","Thu Feb 02 13:38:22 GMT 2023","687","tests","test_main","","","","test_go_to_main_page",""
"passed","Thu Feb 02 13:37:02 GMT 2023","Thu Feb 02 13:37:03 GMT 2023","1473","tests","test_aqua","","","","test_go_to_gl21_from_aqua",""
"passed","Thu Feb 02 13:37:55 GMT 2023","Thu Feb 02 13:37:56 GMT 2023","1505","tests","test_gl7","","","","test_go_to_aqua_page_from_gl7",""
"passed","Thu Feb 02 13:36:35 GMT 2023","Thu Feb 02 13:36:37 GMT 2023","1407","tests","test_acp1","","","","test_go_to_acp1_from_acp1",""
"passed","Thu Feb 02 13:37:47 GMT 2023","Thu Feb 02 13:37:48 GMT 2023","1184","tests","test_gl7","","","","test_click_on_logo_gl7",""
"passed","Thu Feb 02 13:37:32 GMT 2023","Thu Feb 02 13:37:34 GMT 2023","1332","tests","test_gl21","","","","test_go_to_gl21_from_gl21",""
"passed","Thu Feb 02 13:36:46 GMT 2023","Thu Feb 02 13:36:48 GMT 2023","1392","tests","test_aqua","","","","test_click_on_logo_aqua",""
"passed","Thu Feb 02 13:38:07 GMT 2023","Thu Feb 02 13:38:08 GMT 2023","1553","tests","test_gl7","","","","test_go_to_acp1_from_gl7",""
"passed","Thu Feb 02 13:38:43 GMT 2023","Thu Feb 02 13:38:43 GMT 2023","34","tests","test_main","","","","test_video",""
"passed","Thu Feb 02 13:38:18 GMT 2023","Thu Feb 02 13:38:18 GMT 2023","565","tests","test_main","","","","test_click_on_logo_main",""
"passed","Thu Feb 02 13:37:40 GMT 2023","Thu Feb 02 13:37:41 GMT 2023","786","tests","test_gl21","","","","test_footer_information_gl21",""
"passed","Thu Feb 02 13:37:29 GMT 2023","Thu Feb 02 13:37:30 GMT 2023","1386","tests","test_gl21","","","","test_go_to_gl7_from_gl21",""
"passed","Thu Feb 02 13:38:24 GMT 2023","Thu Feb 02 13:38:25 GMT 2023","805","tests","test_main","","","","test_go_to_aqua_page",""
"passed","Thu Feb 02 13:37:21 GMT 2023","Thu Feb 02 13:37:22 GMT 2023","1310","tests","test_gl21","","","","test_go_to_main_page_from_gl21",""
"passed","Thu Feb 02 13:36:31 GMT 2023","Thu Feb 02 13:36:33 GMT 2023","1457","tests","test_acp1","","","","test_go_to_gl21_from_acp1",""
"passed","Thu Feb 02 13:38:40 GMT 2023","Thu Feb 02 13:38:40 GMT 2023","159","tests","test_main","","","","test_up_button",""
