"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 01 14:30:02 GMT 2023","Wed Feb 01 14:30:04 GMT 2023","1322","tests","test_gl21","","","","test_up_button_gl21",""
"passed","Wed Feb 01 14:28:34 GMT 2023","Wed Feb 01 14:28:35 GMT 2023","1405","tests","test_acp1","","","","test_go_to_main_page_from_acp1",""
"passed","Wed Feb 01 14:28:30 GMT 2023","Wed Feb 01 14:28:31 GMT 2023","1565","tests","test_acp1","","","","test_click_on_logo_acp1",""
"passed","Wed Feb 01 14:29:06 GMT 2023","Wed Feb 01 14:29:08 GMT 2023","1550","tests","test_aqua","","","","test_go_to_main_page_from_aqua",""
"passed","Wed Feb 01 14:29:51 GMT 2023","Wed Feb 01 14:29:52 GMT 2023","1384","tests","test_gl21","","","","test_go_to_gl21_from_gl21",""
"passed","Wed Feb 01 14:29:02 GMT 2023","Wed Feb 01 14:29:03 GMT 2023","1332","tests","test_aqua","","","","test_click_on_logo_aqua",""
"passed","Wed Feb 01 14:28:58 GMT 2023","Wed Feb 01 14:28:59 GMT 2023","1226","tests","test_acp1","","","","test_up_button_acp1",""
"passed","Wed Feb 01 14:29:38 GMT 2023","Wed Feb 01 14:29:40 GMT 2023","1339","tests","test_gl21","","","","test_go_to_main_page_from_gl21",""
"passed","Wed Feb 01 14:30:31 GMT 2023","Wed Feb 01 14:30:32 GMT 2023","819","tests","test_gl7","","","","test_footer_information_gl7",""
"passed","Wed Feb 01 14:29:55 GMT 2023","Wed Feb 01 14:29:56 GMT 2023","1483","tests","test_gl21","","","","test_go_to_acp1_from_gl21",""
"passed","Wed Feb 01 14:29:10 GMT 2023","Wed Feb 01 14:29:12 GMT 2023","1444","tests","test_aqua","","","","test_go_to_aqua_page_from_aqua",""
"passed","Wed Feb 01 14:30:27 GMT 2023","Wed Feb 01 14:30:28 GMT 2023","1458","tests","test_gl7","","","","test_go_to_acp1_from_gl7",""
"passed","Wed Feb 01 14:28:42 GMT 2023","Wed Feb 01 14:28:44 GMT 2023","1549","tests","test_acp1","","","","test_go_to_gl7_from_acp1",""
"passed","Wed Feb 01 14:30:59 GMT 2023","Wed Feb 01 14:30:59 GMT 2023","51","tests","test_main","","","","test_footer_information_main",""
"passed","Wed Feb 01 14:30:34 GMT 2023","Wed Feb 01 14:30:36 GMT 2023","1147","tests","test_gl7","","","","test_up_button_gl7",""
"passed","Wed Feb 01 14:28:55 GMT 2023","Wed Feb 01 14:28:55 GMT 2023","875","tests","test_acp1","","","","test_footer_information_acp1",""
"passed","Wed Feb 01 14:30:10 GMT 2023","Wed Feb 01 14:30:12 GMT 2023","1381","tests","test_gl7","","","","test_go_to_main_page_from_gl7",""
"passed","Wed Feb 01 14:29:42 GMT 2023","Wed Feb 01 14:29:44 GMT 2023","1430","tests","test_gl21","","","","test_go_to_aqua_page_from_gl21",""
"passed","Wed Feb 01 14:28:46 GMT 2023","Wed Feb 01 14:28:48 GMT 2023","1518","tests","test_acp1","","","","test_go_to_gl21_from_acp1",""
"passed","Wed Feb 01 14:30:42 GMT 2023","Wed Feb 01 14:30:42 GMT 2023","677","tests","test_main","","","","test_go_to_main_page",""
"passed","Wed Feb 01 14:29:59 GMT 2023","Wed Feb 01 14:30:00 GMT 2023","826","tests","test_gl21","","","","test_footer_information_gl21",""
"passed","Wed Feb 01 14:29:47 GMT 2023","Wed Feb 01 14:29:48 GMT 2023","1439","tests","test_gl21","","","","test_go_to_gl7_from_gl21",""
"passed","Wed Feb 01 14:29:31 GMT 2023","Wed Feb 01 14:29:32 GMT 2023","1100","tests","test_aqua","","","","test_up_button_aqua",""
"passed","Wed Feb 01 14:31:04 GMT 2023","Wed Feb 01 14:31:04 GMT 2023","64","tests","test_main","","","","test_video",""
"passed","Wed Feb 01 14:30:06 GMT 2023","Wed Feb 01 14:30:08 GMT 2023","1324","tests","test_gl7","","","","test_click_on_logo_gl7",""
"passed","Wed Feb 01 14:30:55 GMT 2023","Wed Feb 01 14:30:56 GMT 2023","824","tests","test_main","","","","test_go_to_acp1_page",""
"passed","Wed Feb 01 14:30:52 GMT 2023","Wed Feb 01 14:30:53 GMT 2023","780","tests","test_main","","","","test_go_to_gl21_page",""
"passed","Wed Feb 01 14:28:38 GMT 2023","Wed Feb 01 14:28:39 GMT 2023","1552","tests","test_acp1","","","","test_go_to_aqua_page_from_acp1",""
"passed","Wed Feb 01 14:30:19 GMT 2023","Wed Feb 01 14:30:20 GMT 2023","1407","tests","test_gl7","","","","test_go_to_gl7_from_gl7",""
"passed","Wed Feb 01 14:28:51 GMT 2023","Wed Feb 01 14:28:52 GMT 2023","1363","tests","test_acp1","","","","test_go_to_acp1_from_acp1",""
"passed","Wed Feb 01 14:29:34 GMT 2023","Wed Feb 01 14:29:36 GMT 2023","1390","tests","test_gl21","","","","test_click_on_logo_gl21",""
"passed","Wed Feb 01 14:29:23 GMT 2023","Wed Feb 01 14:29:24 GMT 2023","1555","tests","test_aqua","","","","test_go_to_acp1_from_aqua",""
"passed","Wed Feb 01 14:30:14 GMT 2023","Wed Feb 01 14:30:16 GMT 2023","1492","tests","test_gl7","","","","test_go_to_aqua_page_from_gl7",""
