"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 31 15:22:20 GMT 2023","Tue Jan 31 15:22:21 GMT 2023","883","tests","test_acp1","","","","test_footer_information_acp1",""
"passed","Tue Jan 31 15:22:16 GMT 2023","Tue Jan 31 15:22:17 GMT 2023","1417","tests","test_acp1","","","","test_go_to_acp1_from_acp1",""
"passed","Tue Jan 31 15:24:59 GMT 2023","Tue Jan 31 15:24:59 GMT 2023","156","tests","test_main","","","","test_up_button",""
"passed","Tue Jan 31 15:24:00 GMT 2023","Tue Jan 31 15:24:02 GMT 2023","2309","tests","test_gl7","","","","test_go_to_gl7_from_gl7",""
"passed","Tue Jan 31 15:24:43 GMT 2023","Tue Jan 31 15:24:44 GMT 2023","1416","tests","test_main","","","","test_go_to_gl7_page",""
"passed","Tue Jan 31 15:22:51 GMT 2023","Tue Jan 31 15:22:52 GMT 2023","802","tests","test_aqua","","","","test_footer_information_aqua",""
"passed","Tue Jan 31 15:23:02 GMT 2023","Tue Jan 31 15:23:03 GMT 2023","1472","tests","test_gl21","","","","test_go_to_main_page_from_gl21",""
"passed","Tue Jan 31 15:22:03 GMT 2023","Tue Jan 31 15:22:05 GMT 2023","1613","tests","test_acp1","","","","test_go_to_aqua_page_from_acp1",""
"passed","Tue Jan 31 15:24:34 GMT 2023","Tue Jan 31 15:24:35 GMT 2023","1004","tests","test_main","","","","test_go_to_main_page",""
"passed","Tue Jan 31 15:22:35 GMT 2023","Tue Jan 31 15:22:36 GMT 2023","1332","tests","test_aqua","","","","test_go_to_aqua_page_from_aqua",""
"passed","Tue Jan 31 15:22:39 GMT 2023","Tue Jan 31 15:22:40 GMT 2023","1461","tests","test_aqua","","","","test_go_to_gl7_from_aqua",""
"passed","Tue Jan 31 15:21:59 GMT 2023","Tue Jan 31 15:22:01 GMT 2023","1397","tests","test_acp1","","","","test_go_to_main_page_from_acp1",""
"passed","Tue Jan 31 15:22:58 GMT 2023","Tue Jan 31 15:22:59 GMT 2023","1270","tests","test_gl21","","","","test_click_on_logo_gl21",""
"passed","Tue Jan 31 15:23:54 GMT 2023","Tue Jan 31 15:23:56 GMT 2023","2658","tests","test_gl7","","","","test_go_to_aqua_page_from_gl7",""
"passed","Tue Jan 31 15:24:38 GMT 2023","Tue Jan 31 15:24:40 GMT 2023","1645","tests","test_main","","","","test_go_to_aqua_page",""
"passed","Tue Jan 31 15:22:31 GMT 2023","Tue Jan 31 15:22:32 GMT 2023","1432","tests","test_aqua","","","","test_go_to_main_page_from_aqua",""
"passed","Tue Jan 31 15:24:25 GMT 2023","Tue Jan 31 15:24:27 GMT 2023","1859","tests","test_gl7","","","","test_up_button_gl7",""
"passed","Tue Jan 31 15:23:06 GMT 2023","Tue Jan 31 15:23:07 GMT 2023","1479","tests","test_gl21","","","","test_go_to_aqua_page_from_gl21",""
"passed","Tue Jan 31 15:22:43 GMT 2023","Tue Jan 31 15:22:44 GMT 2023","1523","tests","test_aqua","","","","test_go_to_gl21_from_aqua",""
"passed","Tue Jan 31 15:24:15 GMT 2023","Tue Jan 31 15:24:17 GMT 2023","2564","tests","test_gl7","","","","test_go_to_acp1_from_gl7",""
"passed","Tue Jan 31 15:24:08 GMT 2023","Tue Jan 31 15:24:11 GMT 2023","3477","tests","test_gl7","","","","test_go_to_gl21_from_gl7",""
"passed","Tue Jan 31 15:23:48 GMT 2023","Tue Jan 31 15:23:50 GMT 2023","2171","tests","test_gl7","","","","test_go_to_main_page_from_gl7",""
"passed","Tue Jan 31 15:21:55 GMT 2023","Tue Jan 31 15:21:57 GMT 2023","1769","tests","test_acp1","","","","test_click_on_logo_acp1",""
"passed","Tue Jan 31 15:24:52 GMT 2023","Tue Jan 31 15:24:53 GMT 2023","1324","tests","test_main","","","","test_go_to_acp1_page",""
"passed","Tue Jan 31 15:23:38 GMT 2023","Tue Jan 31 15:23:40 GMT 2023","1751","tests","test_gl21","","","","test_up_button_gl21",""
"passed","Tue Jan 31 15:22:54 GMT 2023","Tue Jan 31 15:22:55 GMT 2023","1084","tests","test_aqua","","","","test_up_button_aqua",""
"passed","Tue Jan 31 15:22:27 GMT 2023","Tue Jan 31 15:22:28 GMT 2023","1363","tests","test_aqua","","","","test_click_on_logo_aqua",""
"passed","Tue Jan 31 15:24:56 GMT 2023","Tue Jan 31 15:24:56 GMT 2023","46","tests","test_main","","","","test_footer_information_main",""
"passed","Tue Jan 31 15:24:30 GMT 2023","Tue Jan 31 15:24:31 GMT 2023","886","tests","test_main","","","","test_click_on_logo_main",""
"passed","Tue Jan 31 15:23:22 GMT 2023","Tue Jan 31 15:23:28 GMT 2023","5715","tests","test_gl21","","","","test_go_to_acp1_from_gl21",""
"passed","Tue Jan 31 15:22:47 GMT 2023","Tue Jan 31 15:22:48 GMT 2023","1514","tests","test_aqua","","","","test_go_to_acp1_from_aqua",""
"passed","Tue Jan 31 15:23:32 GMT 2023","Tue Jan 31 15:23:35 GMT 2023","2093","tests","test_gl21","","","","test_footer_information_gl21",""
"passed","Tue Jan 31 15:22:08 GMT 2023","Tue Jan 31 15:22:09 GMT 2023","1412","tests","test_acp1","","","","test_go_to_gl7_from_acp1",""
"passed","Tue Jan 31 15:24:47 GMT 2023","Tue Jan 31 15:24:49 GMT 2023","1480","tests","test_main","","","","test_go_to_gl21_page",""
"passed","Tue Jan 31 15:24:20 GMT 2023","Tue Jan 31 15:24:22 GMT 2023","1682","tests","test_gl7","","","","test_footer_information_gl7",""
"passed","Tue Jan 31 15:23:43 GMT 2023","Tue Jan 31 15:23:45 GMT 2023","2138","tests","test_gl7","","","","test_click_on_logo_gl7",""
"passed","Tue Jan 31 15:25:03 GMT 2023","Tue Jan 31 15:25:03 GMT 2023","36","tests","test_main","","","","test_video",""
